[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:55] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:56] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:57] /a 10
[1/3/2021 0:29:58] /a 10
[1/3/2021 0:37:55] /goto hyro
[1/3/2021 0:38:33] /down
[1/3/2021 0:38:35] /a 2
[1/3/2021 0:38:36] /a 2
[1/3/2021 0:38:39] /a 30
[1/3/2021 0:38:39] /a 30
[1/3/2021 0:38:41] /a 30
[1/3/2021 0:38:44] /a 30
[13/3/2021 19:14:33] /newtype 454
[13/3/2021 19:14:38] /newtype 455
[13/3/2021 19:14:41] /newtype 456
[13/3/2021 19:14:42] /newtype 456
[13/3/2021 19:14:44] /newtype 457
[13/3/2021 19:14:45] /newtype 458
[13/3/2021 19:14:47] /newtype 459
[13/3/2021 19:14:49] /newtype 460
[13/3/2021 19:14:51] /newtype 461
[13/3/2021 19:14:53] /newtype 462
[13/3/2021 19:14:55] /newtype 467
[13/3/2021 19:15:1] /newtype 468
[13/3/2021 19:15:5] /newtype 469
[13/3/2021 19:15:8] /newtype 470
[13/3/2021 19:15:11] /newtype 471
[13/3/2021 19:15:15] /newtype 472
[13/3/2021 19:15:17] /newtype 473
[13/3/2021 19:15:22] /newtype 474
[13/3/2021 19:15:26] /newtype 475
[13/3/2021 19:24:48] /ghost
[13/3/2021 19:24:52] /goto karol com fusca
[13/3/2021 19:25:2] /kick karol com fusca
[13/3/2021 19:25:6] /kick karol com fusca
[13/3/2021 19:25:13] /kick karol com fusca
[13/3/2021 19:25:18] /kick karol com fusca
[13/3/2021 19:25:20] /kick karol com fusca
[13/3/2021 19:25:24] /kick karol com fusca
[13/3/2021 19:25:27] /kick karol com fusca
[13/3/2021 19:25:30] /kick karol com fusca
[13/3/2021 19:25:31] /kick karol com fusca
[13/3/2021 19:25:32] /kick karol com fusca
[13/3/2021 19:25:36] /kick karol com fusca
[13/3/2021 19:25:39] /kick karol com fusca
[13/3/2021 19:25:40] /kick karol com fusca
[13/3/2021 19:25:41] /kick karol com fusca
[13/3/2021 19:25:41] /kick karol com fusca
[13/3/2021 19:25:43] /kick karol com fusca
[13/3/2021 19:25:45] /kick karol com fusca
[13/3/2021 19:25:54] /kick karol com fusca
[13/3/2021 19:28:46] /t
[13/3/2021 19:29:23] /save
[13/3/2021 19:30:55] /goto premium task
[13/3/2021 19:31:5] /c the nice fox
[13/3/2021 19:32:25] /i itachi
[13/3/2021 19:41:43] /goto karasuu bunshin
[13/3/2021 20:5:7] /t
[13/3/2021 20:19:55] /reload spells
[13/3/2021 20:20:18] /goto crytal vilarejo
[13/3/2021 20:20:29] /goto crystal vilarejo
[13/3/2021 20:20:52] /c the nice fox
[13/3/2021 20:21:11] /c teste four
[13/3/2021 20:22:37] /goto hiro
[13/3/2021 20:22:40] /goto hyro
[13/3/2021 20:23:46] /reload monster
[13/3/2021 20:23:53] /goto karasuu bunshin
[13/3/2021 20:23:56] /a
[13/3/2021 20:24:20] /t
[13/3/2021 20:24:28] /goto premium task
[13/3/2021 20:24:33] /m karasuu bunshin
[13/3/2021 20:24:42] /r
[13/3/2021 20:25:33] /goto karasuu bunshin
[13/3/2021 20:25:59] /c the nice fox
[13/3/2021 20:26:6] /c teste four
[13/3/2021 20:32:41] /goto karasuu bunshin
[13/3/2021 20:35:44] /reload spells
[13/3/2021 20:42:28] /goto foxzinho
[13/3/2021 20:43:50] /goto foxzinho
[13/3/2021 20:44:30] /goto teste four
[13/3/2021 20:44:33] /i 2145
[13/3/2021 20:45:7] /t the nice fox
[14/3/2021 7:23:10] /ghost
[14/3/2021 7:23:15] /newtype 500
[14/3/2021 7:23:19] /newtype 502
[14/3/2021 7:23:21] /newtype 540
[14/3/2021 7:23:23] /newtype 550
[14/3/2021 7:23:25] /newtype 560
[14/3/2021 7:23:26] /newtype 570
[14/3/2021 7:23:28] /newtype 580
[14/3/2021 7:23:29] /newtype 590
[14/3/2021 7:23:31] /newtype 560
[14/3/2021 7:23:34] /newtype 60
[14/3/2021 7:23:36] /newtype 600
[14/3/2021 7:23:38] /newtype 610
[14/3/2021 7:23:40] /newtype 620
[14/3/2021 7:23:42] /newtype 640
[20/3/2021 4:30:19] /t
[20/3/2021 4:30:21] /ghost
[20/3/2021 4:30:26] /reload monster
[20/3/2021 4:30:29] /m rat
[20/3/2021 4:30:35] /r
[20/3/2021 4:30:36] /r
[20/3/2021 4:30:44] /i 2142
[20/3/2021 4:30:51] /i 2148
[20/3/2021 4:36:31] /m rat
[20/3/2021 4:36:32] /m rat
[20/3/2021 4:36:32] /m rat
[20/3/2021 4:36:47] /r
[20/3/2021 4:36:48] /r
[20/3/2021 4:36:48] /r
[20/3/2021 4:36:50] /r
[20/3/2021 4:36:51] /r
[20/3/2021 4:36:52] /r
[20/3/2021 4:36:54] /r
[20/3/2021 4:37:3] /goto hokage tsu
[20/3/2021 4:37:7] /t
[20/3/2021 13:27:50] /reload monster
[20/3/2021 13:27:57] /goto premium task
[20/3/2021 13:29:6] /m rat
[20/3/2021 13:29:42] /c knep
[20/3/2021 13:31:32] /reload monster
[20/3/2021 13:32:38] /reload monster
[20/3/2021 13:32:44] /m rat
[20/3/2021 13:33:1] /m rat
[20/3/2021 13:33:3] /m rat
[20/3/2021 13:33:13] /m rat
[20/3/2021 13:33:13] /m rat
[20/3/2021 13:33:13] /m rat
[20/3/2021 13:33:14] /m rat
[20/3/2021 13:33:29] /m rat
[20/3/2021 13:33:29] /m rat
[20/3/2021 13:33:30] /m rat
[20/3/2021 13:33:30] /m rat
[20/3/2021 13:37:48] /reload monster
[20/3/2021 13:45:1] /reload monster
[20/3/2021 13:45:15] /m tigre boss
[20/3/2021 13:45:35] /c knep
[20/3/2021 13:54:46] /reload monster
[20/3/2021 13:54:59] /goto tigre boss
[20/3/2021 13:55:6] /m tigre
[20/3/2021 13:56:10] /reload monster
[20/3/2021 13:56:13] /m tigre
[20/3/2021 13:59:35] /reload monster
[20/3/2021 13:59:37] /m tigre
[20/3/2021 14:14:15] /m fighter
[20/3/2021 14:14:21] /goto fighter
[20/3/2021 14:50:9] /i 2955
[20/3/2021 14:50:15] /r
[20/3/2021 14:54:10] /reload monster
[20/3/2021 14:54:15] /m fighter
[20/3/2021 14:55:44] /m fighter
[20/3/2021 15:1:4] /goto testaxd
[20/3/2021 15:1:23] /t
[20/3/2021 15:4:15] /m rat
[20/3/2021 15:4:41] /reload itens
[20/3/2021 15:4:43] /reload items
[20/3/2021 15:4:47] /r
[20/3/2021 15:4:48] /r
[20/3/2021 15:4:54] /m fighter
[20/3/2021 15:5:2] /save
[20/3/2021 15:5:20] /shutdown 1
[20/3/2021 15:7:15] /goto premium task
[20/3/2021 15:7:30] /m rat
[20/3/2021 15:7:39] /m fighter
[20/3/2021 15:8:55] /shutdown
[20/3/2021 15:9:26] /m fighter
[20/3/2021 15:9:36] /m rat
[20/3/2021 15:28:51] /reload monster
[20/3/2021 15:28:55] /m strong fighter
[20/3/2021 15:31:24] /reload monster
[20/3/2021 15:31:27] /m strong fighter
[20/3/2021 15:33:8] /reload monster
[20/3/2021 15:33:14] /m strong fighter
[20/3/2021 15:34:41] /shutdown
[20/3/2021 15:35:26] /m strong fighter
[20/3/2021 16:46:38] /ghost
[20/3/2021 16:46:43] /newtype 678
[20/3/2021 16:54:0] /i 2940
[20/3/2021 16:54:16] /i 2959
[21/3/2021 6:34:8] /m elite fighter
[21/3/2021 6:34:11] /reload monster
[21/3/2021 6:34:16] /m elite fighter
[21/3/2021 6:34:26] /shutdown
[21/3/2021 6:35:2] /m elite fighter
[21/3/2021 6:35:54] /shutdown
[21/3/2021 6:36:35] /m elite fighter
[21/3/2021 6:40:52] /save
